ciudad,vertical,negocio,reseñas,nota,web,telefono,place_id,lead
Valencia,fisioterapia,Corpore Sano Fisioterapia y Salud,12,4.6,http://www.fisiocorporesano.com/,+34606750800,ChIJA0QT8k1JYA0RoT2izSR36yU,6
València,fisioterapia,CAIP- Centro de Atención Integral Patraix,12,4.9,https://centrocaip.com/,+34622490548,ChIJLx4kradPYA0R4iQo0tUjtW4,6
València,dental,IVOA. Dr. Miguel Lledó. Instituto Valenciano de Odontología Avanzada,12,4.7,http://www.ivoa.es/,+34963831133,ChIJYce09GlPYA0RiAVLEZwO3qk,6
València,estetica,Estetica Amparo Beneyto,12,5,https://www.esteticaamparobeneyto.com/,+34676737218,ChIJ9-YIVbFIYA0R0tGaEommzZU,6
València,estetica,"Luciana Dardón | Micropigmentación Capilar, Cejas y Labios Valencia",12,5,https://www.lucianadardon.com/,+34695001645,ChIJ4dyupOdPYA0RI9tXSv_6YaA,6
València,estetica,Maquillaje Valencia - Víctor Yago,12,4.9,https://vymakeup.com/servicios/,+34722693490,ChIJP_zLpLpPYA0RCWQLXkIJZqA,6
València,estetica,VyS belleza,12,5,http://vysbelleza.com/,+34963715196,ChIJ77-jZjtJYA0Rk6FWmPKjkBY,6
Manises,estetica,MORFIX BEAUTY STUDIO,12,5,https://wa.me/34614824099,+34614824099,ChIJUabeRgBbYA0RXYDHxJu1DAQ,6
Madrid,pilates,AMIOS Fisioterapia,13,4.7,http://www.amiosfisioterapia.es/,+34911275905,ChIJ0aGXs00oQg0RLbEKPeSXF6w,6
Pozuelo de Alarcón,pilates,E-personal Pilates Pozuelo,13,5,http://www.e-personnalpilatespozuelo.es/,+34619901052,ChIJdxxQ1EWGQQ0R6WUvDTF_gLk,6
Madrid,pilates,Foro Pilates,13,4.7,http://www.foropilates.com/,+34913758518,ChIJYaAup58vQg0RLWS20_5aAcA,6
Madrid,pilates,Centro de entrenamiento XKI SKI FITNESS CENTER,13,4.9,https://www.skifitnesscenter.com/,+34917401320,ChIJxzNXVRgpQg0Rrfi-AeFoB9U,6
Madrid,pilates,entY,13,4.7,http://www.enty.es/,+34911193997,ChIJVWK1N2MoQg0RJe5pgTwewRs,6
Getafe,pilates,Fisioterapia y Pilates Arve,13,4.8,http://www.arvefisioterapia.com/,+34916833453,ChIJ5dlJ-8sgQg0Rm1kaM_5ZEyY,6
Las Rozas de Madrid,pilates,TrainingBoutique Las Rozas - Entrenamiento y Pilates Reformer,13,5,https://www.trainingboutique.es/,+34629066301,ChIJEzLabYCDQQ0Rs5TTzm8GLgU,6
Madrid,pilates,Pilates Las Águilas,13,5,https://pilateslasaguilas.es/,+34641438745,ChIJCfO-IHeJQQ0RE_x_Xm6mO0Y,6
Madrid,pilates,"MC FISIO. Clinica de Fisioterapia, Podologia y Pilates Maquinas",13,5,https://sites.google.com/view/mcfisio,+34623940519,ChIJnxlCdY8pQg0Ru6WeaL25HEs,6
Madrid,pilates,Atman Incorpore,13,5,http://www.atmanincorpore.com/,+34658465378,ChIJ8zMZWuguQg0Rek3SG4w2CU0,6
Madrid,fisioterapia,MASOS fisioterapia,13,5,https://masosfisioterapia.com/,+34682360782,ChIJB1HwJH8vQg0RFlu0M2DBCJY,6
Madrid,fisioterapia,"CLÍNICA DE PODOLOGÍA, FISIOTERAPIA Y OSTEOPATÍA M. LEDRADO",13,4.7,http://www.encadapasocontigo.es/,+34913161033,ChIJc65rLoApQg0RZeYp1FOgn5Y,6
Boadilla del Monte,fisioterapia,Ana López gabinete de fisioterapia,13,4.7,http://www.fisioterapiaboadilla.es/,+34916334669,ChIJ4T_ZmomPQQ0RGPsq1nJyHKE,6
Madrid,fisioterapia,Physiotherapy Lucia Villafañe,13,5,https://www.luciavillafane.es/,+34630503651,ChIJvTMRrvMoQg0RxduxgWYMS6Y,6
Madrid,fisioterapia,FISIOTERAPIA OSTEOPATÍA PIERRE AMIEL,13,4.7,http://www.madridosteopata.com/,+34693027527,ChIJ8VaA_rwoQg0RPyQLCmRTOdU,6
Madrid,fisioterapia,Nopain Fisioterapia - DreamFit Los Ángeles,13,5,https://www.doctoralia.es/david-fernandez-villa/fisioterapeuta/parla,+34661696812,ChIJW1XyHy4nQg0RZJmjgpM1yOs,6
Madrid,dental,Clinica Dental General Pardiñas S.L.P.,13,4.7,http://clinicadentalgp.com/?utm_source=gmb,+34915634747,ChIJT71m-tkpQg0R1UuKY0K0opE,6
Madrid,dental,Centro Medico Dental Dr. Bermejo,13,4.7,http://www.clinicadentalbermejo.es/,+34915301940,ChIJTwJXiTYmQg0RJrAjxnyZ2Zg,6
Madrid,dental,Clínica Waksman,13,5,http://www.clinicadentalwaksman.es/,+34914578933,ChIJQyPidh4pQg0Rr_JBN2qhZaE,6
Madrid,dental,CLINICA DENTAL NUEVA VIDA,13,5,http://www.clinicadentalnuevavida.com/,+34663741546,ChIJZf7PXEAvQg0R85w-J8-vzKE,6
Madrid,dental,Centro Médico Dental Dra. Martínez Lozano,13,5,https://ortodonciachamberi.com/,+34914479083,ChIJVTpqDIsoQg0R-Msdy2RqQLk,6
Madrid,estetica,Looks Designers,13,4.7,http://www.looksdesigners.com/,+34602479681,ChIJVSVnoGovQg0RAlzm5viTILo,6
Barcelona,pilates,Centro Lourdes Capdevila,13,4.7,http://www.lourdescapdevila.es/,+34628323216,ChIJ1_289XGYpBIRRNI4M9DcsuI,6
Santa Perpètua de Mogoda,pilates,Estudi Pilates Santa Perpetua,13,5,https://www.instagram.com/estudipilatessantaperpetua/,+34676268933,ChIJgc6HgHu_pBIRBP9CWYHx9YQ,6
Barcelona,fisioterapia,dgbfisioterapia,13,5,http://dgbfisioterapia.centrefisio.com/,+34685221164,ChIJEcMysgejpBIRXxdB4ZQFNZI,6
Barcelona,fisioterapia,OsteoMar,13,5,http://osteomarbcn.com/,+34691659636,ChIJxaeOvEOjpBIRyAI7lcMWFuE,6
Barcelona,fisioterapia,KINAIR 120 | Centro de salud de Barcelona | Cuerpo sano · Aire puro,13,4.8,http://www.kinair120.com/,+34932090947,ChIJwbP-jHSYpBIROGmXmeIx-jQ,6
Sabadell,fisioterapia,Nensiadults,13,4.9,http://www.nensiadults.com/,+34625164880,ChIJF4FcCvuVpBIRtO_Rim73fko,6
Rubí,fisioterapia,Ara Psicologia Rubí,13,4.7,http://www.arapsicologia.com/,+34623063543,ChIJ5XmVNUiRpBIRDR_c6B3SIgo,6
Barcelona,dental,Dental Science Barcelona. Dr. J. Basilio Monné - Clínica Dental,13,5,https://www.topdoctors.es/doctor/juan-basilio-monne,+34934183112,ChIJU3-5Tm2YpBIRdR_S4kSpOJE,6
Cerdanyola del Vallès,dental,Espai Bucal Miralles S.L.,13,4.9,https://ebmiralles.cat/,+34931483898,ChIJQwUCZxuWpBIRXVfU9t4vcso,6
Sabadell,estetica,Juliene Nunes Beauty,13,5,https://esteticajulienenunes.com/,+34610267281,ChIJ2yOrafWVpBIRTur-XSajhA4,6
Barcelona,estetica,ConL estètica,13,5,http://conlestetica.com/,+34930271356,ChIJOyrn926jpBIRdD12HcBxUpU,6
Barcelona,peluqueria,Perruqueria Escuder,13,4.7,https://www.escuderperruqueres.es/,+34933391019,ChIJG73Syo6YpBIR6ccdO6KHiLg,6
València,pilates,Flow Studio - Morvedre,13,4.7,https://pilatesflow.net/,+34610046790,ChIJXbBqwkRPYA0Rbfa7rAkQQM0,6
Picassent,pilates,Becan Pilates Reformer Picassent,13,5,https://www.becanpilates.com/,+34610450336,ChIJscM_laFTYA0RLEqtfCc6LeI,6
Rafelbunyol,pilates,DPaper,13,5,http://cristinaondo.com/,+34650982049,ChIJm2N33N1AYA0RbwlBjpPEESs,6
Picassent,pilates,Esplai Pilates,13,4.9,https://www.facebook.com/esplai.pilates/,+34961233852,ChIJHTPPmWZTYA0R8c-USIjhmT8,6
Silla,pilates,Clínica Balans,13,5,http://www.clinicabalans.es/,+34653107600,ChIJ80K_SDlNYA0ROtRBiKIdHUM,6
Burjassot,pilates,Vitale Estudio de Pilates y Yoga,13,5,http://www.estudiovitale.es/,+34673364674,ChIJya5Zp91FYA0R0dwt-nIVlFI,6
Torrent,fisioterapia,BEFEEL Plaza - Entrenamiento,13,5,https://befeel.es/,+34633249921,ChIJg4VNNd9RYA0REMOgmRFK7gY,6
València,dental,Guerrero Hernandez,13,4.7,http://clinicadentalguerrerohernandez.com/,+34963307102,ChIJv-FKVulIYA0RolWbyvbch-c,6
Silla,dental,CIRCULO DENTAL - Celiar Dientes Sociedad Limitada,13,4.7,http://circulodental.es/,+34961201429,ChIJo4DN7lRMYA0RFsNDbnP3EQA,6
València,estetica,Hi Sisters Salón de depilación láser y electrólisis,13,5,https://www.instagram.com/hi.sisters_valencia,+34637024759,ChIJHwSwewBJYA0Rf6O62OEdQqk,6
València,estetica,Boldbrows Laurimar Ramos,13,4.9,https://www.instagram.com/lauriboldbrows,+34632012201,ChIJbW0eaQBPYA0RNoW8NXkD5s0,6
Alaquàs,estetica,"Estetica Dulce woman beauty , uñas y tratamientos corporales.",13,5,https://instagram.com/dulcewomanb?igshid=YmMyMTA2M2Y=,+34663322553,ChIJt7xRmoVRYA0RJnfnKYwv2fI,6
Aldaia,peluqueria,ATB STUDIO,13,4.9,https://atb-studio.com/,+34661599459,ChIJiXKvOiNRYA0RaLn1KgbEDRs,6
Coslada,pilates,Cucumbers Health Studio,14,5,https://www.cucumbershealthstudio.com/,+34621195326,ChIJj8ug7xkxQg0R2tMJFjfp47Y,6
Madrid,pilates,Corpora Pilates,14,4.6,https://corporapilates.com/,+34914261074,ChIJu1k1_JYoQg0RDlk1EdB43bs,6
Madrid,pilates,maken centro de pilates y fisioterapia,14,4.9,http://www.makenpilates.com/,+34910298310,ChIJy-q7RO4mQg0R0NKtxFIjpNM,6
Madrid,pilates,fisioterapia y pilates Fender,14,4.6,http://www.fisiofender.es/,+34618982119,ChIJD-bMtSCIQQ0RlDuAtY0nH_8,6
Las Rozas de Madrid,pilates,She! Pilates,14,5,https://shepilates.es/,+34623781789,ChIJFYRZphSDQQ0R3MYK_7yqOxw,6
Madrid,pilates,Luis Araujo Fisioterapia,14,4.6,https://www.vibrabienestar.com/fisioterapia,+34601242342,ChIJZwnLFREvQg0REE7zep4X1yA,6
Madrid,pilates,TNC The Nomad Club,14,5,https://nomadclub.es/,+34621122599,ChIJ3zQB7wwpQg0RNlqfb2AKJi8,6
Madrid,pilates,Centro Sedna Pilates - Clases de pilates en Madrid,14,4.7,http://www.centrosedna.com/,+34618225627,ChIJk_Ormr8pQg0RtFegtppXGjQ,6
Madrid,pilates,ACERO pilates studio,14,5,https://www.aceropilates.com/,+34602721291,ChIJoaVMwaAnQg0RZ-hmb__ZHW4,6
Leganés,fisioterapia,Lega Integra,14,5,http://www.legaintegra.es/,+34910633482,ChIJSa8MC1-JQQ0R807QVmaCupA,6
Madrid,fisioterapia,Fisiodom - Fisioterapia a domicilio,14,4.7,https://www.fisiodom.es/,+34686012999,ChIJ4fR-5q8nQg0RmRIqkZ5wCaY,6
Madrid,fisioterapia,Natt Center,14,5,https://nattcenter.com/?utm_source=Google&utm_medium=Maps&utm_campaign=My%20business,+34618537308,ChIJ57uFZ5IoQg0R-FP0Vl28UrE,6
Madrid,fisioterapia,Fisioterapia Baram,14,4.7,http://www.fisioterapiabaram.com/,+34644333511,ChIJq1ebiAUpQg0RrVXxhOEsMcU,6
San Sebastián de los Reyes,fisioterapia,Fisioterapia y Osteopatía Alba Pérez de la Red,14,4.6,http://www.aleasalud.es/,+34917295529,ChIJpXh6JOgsQg0RVabJqANctBQ,6
Madrid,fisioterapia,JC CLINIC Javier Campomanes,14,5,http://www.jc-clinic.es/,+34613015243,ChIJl2J4NpHLQQwRUrb63Lmd6-Q,6
,dental,Clidema clínica dental,14,4.7,https://clidema.negocio.site/,+34916463861,ChIJjeTWYssoQg0Rf7ZSptPfFY8,6
Madrid,dental,Clínica dental Dres. Megía,14,4.9,https://www.clinicadentaldoctoresmegia.com/,+34618753847,ChIJx044ZAAlQg0RchWOfl1AXpU,6
Coslada,dental,Cisme Dental,14,5,https://dental.clinicacisme.es/,+34649702721,ChIJs5xtg_AxQg0R9G7j0A3i3po,6
Madrid,dental,Doctores Alonso Esparza Odontologos SLP,14,4.7,https://clinicadentalalonsoesparza.com/,+34914353428,ChIJpxPgYJgoQg0RC4NaG2LVAxA,6
Madrid,dental,Hygge Dental,14,5,http://www.hyggedental.es/,+34913090975,ChIJSbGcnrkoQg0RAUMN_lkW4KU,6
Madrid,dental,Clínicas Dentales Dres. Echeverría Arrieta,14,4.7,https://www.echeverriadoctores.es/,+34914037701,ChIJNQnkODcvQg0R928azLxWUKc,6
Madrid,dental,Sonrie+ Studio Dental,14,5,https://sonriestudiodental.es/,+34622362337,ChIJKzqPsx4vQg0Rtr_B4-FlH6o,6
Madrid,dental,MOA DENTAL,14,5,http://www.moadental.es/,+34915264417,ChIJY3RB7HAnQg0RXHrhLXu0I6w,6
Madrid,dental,Ortodoncia Madrid Centro,14,5,https://ortodonciamadrid.com/,+34914914049,ChIJm6-4JygnQg0RJBHPQ1l5nbU,6
Madrid,estetica,Aivi Estética Center // Estetica de Belleza integral villa verde alto,14,5,http://aivibeauty.booksy.com/a/,+34679660780,ChIJnQd8UjonQg0R22-TYIxv-44,6
Madrid,estetica,Dra. Widad Tourkmani,14,5,https://doctorawidad.com/,+34639408634,ChIJvSik0pcpQg0Rshw9ns32ZJQ,6
Madrid,estetica,estética y peluqueria rivas,14,4.9,https://sites.google.com/view/esteticaypeluqueriarivas/inicio,+34647896792,ChIJGaP6s1YnQg0Rxz6eb54_QJk,6
Madrid,estetica,Dra. Concha Fuentes - Clínica de Medicina Estética,14,4.7,https://conchafuentes.com/,+34914012888,ChIJeaZGqrAoQg0RAtJrcEP8X6Q,6
Madrid,peluqueria,Aqua Hair Nails,14,5,https://www.9look.es/,+34638094541,ChIJmbtcXyspQg0RQEgbTHT5jLA,6
Barcelona,pilates,Movimentu Pilates Gràcia - Clases Hipopresivos,14,5,https://www.movimentupilates.com/,+34600813299,ChIJ4enVWDejpBIR47MCRyHj2oo,6
Barcelona,pilates,Estudi Pilates Reformer MARÍTIM by Claror,14,5,https://claror.cat/estudi-pilates-reformer/,+34932240440,ChIJoZzLZ-OjpBIRkQjAQw7VlxY,6
Cerdanyola del Vallès,pilates,Gym Pilates Academy,14,4.7,http://www.gympilatesacademy.es/,+34696053887,ChIJtTCj84eXpBIRzo6dvFnuR_k,6
Barcelona,pilates,MOVE Pilates - Sant Andreu,14,5,https://movepilates.es/,+34624876337,ChIJU_di81K9pBIRTtj_7yykoTc,6
Badalona,pilates,Olimpic Mar Badalona,14,5,https://www.olimpicmar.com/,+34606338086,ChIJ96_b3Si7pBIR0kUzxtui6E0,6
Barcelona,pilates,Movimiento Factory,14,4.7,https://mvmtfactory.wixsite.com/home,+34625464796,ChIJs6eFUZqjpBIRafnELWfyIE4,6
Santa Coloma de Gramenet,fisioterapia,Grup Fisiokine,14,5,http://www.grupfisiokine.es/,+34660396313,ChIJK_Q86E69pBIRXSDSufg8ZeM,6
Barcelona,fisioterapia,Neocorpo Salut en Moviment,14,4.7,https://www.neocorpo.org/,+34933254668,ChIJvVLrs2SipBIRiJGg0oha6iI,6
Sabadell,fisioterapia,Neurohub,14,5,http://www.neurohub.cat/,+34937481713,ChIJ6aFSQW6VpBIRWf7G-uaIkAM,6
Barcelona,fisioterapia,Fisio NIBA - Gemma Garcia,14,5,https://fisioniba.com/,+34623439867,ChIJNXZjH62jpBIRsiDJjZ17cE8,6
Ripollet,fisioterapia,Fisioesport Ripollet,14,5,http://www.fisioesportripollet.com/,+34669605404,ChIJDwDRMOW9pBIRghQKLOahw2Y,6
Barcelona,dental,Clínica Gia,14,5,https://www.clinicasgia.com/,+34933524375,ChIJmVFWhNS8pBIRGrJzVdq8pos,6
Barcelona,dental,Dentista Dr Guillem Bruix Carreras,14,4.7,http://www.clinicadentaldrbruix.com/,+34934552540,ChIJVV7b76OipBIRwRRDMbyTkw4,6
Barcelona,dental,"Dr. Antonio Manuel Vázquez Rodriguez, Cirujano oral y maxilofacial",14,1.3,https://www.doctoralia.es/antonio-manuel-vazquez-rodriguez/cirujano-oral-y-maxilofacial-dentista/barcelona?utm_source=google&utm_medium=gmb&utm_campaign=46717&utm_content=website,,ChIJF6kKA1-jpBIRv5A69uTyxJE,6
,dental,Dental Catalunya,14,5,http://www.dentalcatalunya.cat/,+34633546737,ChIJiz_YCwaBNKIR25BrPKeT9Jc,6
Barcelona,dental,AG-Clinic CLÍNICA DENTAL,14,5,https://agclinic.es/,+34684746020,ChIJA1FDN4GZpBIR0Qu6k7LxRcA,6
Castelldefels,dental,9dental,14,4.7,http://www.9dental.es/,+34936342063,ChIJ2Ul05cmCpBIRgZckjx0VQdo,6
Barcelona,dental,Implandent,14,4.7,http://www.implandent.es/,+34936277760,ChIJM9a66IKZpBIR1fwEieOyHN0,6
Barcelona,estetica,Derma Calàbria - Clínica Dermatológica en Barcelona,14,5,https://dermacalabria.com/,+34931406950,ChIJZY_P0DyjpBIRT_lnCoKbvYw,6
Viladecans,estetica,Perruqueria Yami unisex,14,4.7,https://www.instagram.com/peluqueriayami_viladecans/,+34936377219,ChIJ4anNj-ecpBIRXJ0A1y_lu7E,6
Alaquàs,pilates,Becan Pilates Reformer Alaquas,14,5,https://www.becanpilates.com/,+34610450336,ChIJdzOn7d9RYA0RLPMf0lLE4wM,6
Moncada,pilates,EC Dance & Fitness,14,4.8,http://www.ecdanceandfitness.com/,+34620702948,ChIJdW7hor5FYA0RcSGbnvTEGSc,6
Godella,pilates,Balanced+,14,5,https://www.balancedplus.es/,+34678528165,ChIJTcbK6rBFYA0R5A7GZkmuumY,6
Riba-roja de Túria,fisioterapia,Fisioterapia y Osteopatía Jose Peña,14,4.7,http://josefisioentrenador.com/,+34699732327,ChIJ3_7nmBVfYA0RrZAsZZQRdUs,6
Paterna,fisioterapia,SAB Training,14,4.9,http://www.sabtraining.com/,+34685883985,ChIJ0WClIh5bYA0RljjEQhe0S1g,6
València,fisioterapia,Fisiomática,14,4.7,http://www.fisiomatica.com/,+34609531506,ChIJiRMbP61JYA0RnlM2IMSIVAo,6
València,fisioterapia,Zalve Fisioterapia,14,5,http://facebook.com/zalvefisioterapia,+34679208821,ChIJ-7eh6T1PYA0RuPfKGbQ2Cng,6
València,dental,CLINICA DENTAL PONCE GARCIA,14,5,http://www.clinicadentalponcegarcia.com/,+34620504152,ChIJa78FK5RIYA0Rn8pFLkdycgM,6
Bétera,dental,Clínica Dental Doctora Noelia Rel Y Doctor Joao Nascimiento,14,4.7,http://www.clinicadentalnoeliarel.es/,+34961602655,ChIJBe5iRMZcYA0R6AXTzDjk1SI,6
Valencia,dental,Dr. Gutiérrez MATÍAS PERELLÓ - Clínica Dental y Medicina Estética Valencia,14,5,https://drgutierrezmonterde.es/,+34960498993,ChIJ6z4WVkZJYA0R1-dYUIH8UjQ,6
València,dental,Dental Lógica,14,4.9,http://www.logicaestetica.com/,+34963666989,ChIJB8RWEAFGYA0R3ev5UamKZjk,6
,estetica,Micropigmentacion Valencia Angelica Eyebrows,14,5,https://www.instagram.com/angelica_eyebrow/?hl=es,+34611259202,ChIJseA3kRJFYA0R3aKbmVnQPY8,6
València,estetica,Fabulash | Extensiones de Pestañas Valencia,14,5,https://www.instagram.com/fabulash.es?igsh=Nmh4MzhncmY0d3Bq,+34603819586,ChIJhwoWfFBPYA0RgkYloMGlet8,6
Picanya,estetica,Arte y Belleza,14,5,https://www.facebook.com/Arte-y-Belleza-107979941508930,+34642531819,ChIJV7HvEUhPYA0RmEX2Kk7xs-A,6
València,peluqueria,Estudio técnico - Siscopel SL,14,4.6,https://www.siscopel.es/,+34963510530,ChIJDb2E7UxPYA0RJ1enN7xEaJk,6
Almussafes,peluqueria,Peluquería La Tijerina,14,5,http://www.facebook.com/laTijerina,+34653034343,ChIJwwKBcuKyYQ0RzzXdA_HvycQ,6
Paterna,peluqueria,Armonía . Peluqueria Unisex .,14,4.6,http://armoniavalterna.es/,+34634723091,ChIJ1alhdgBFYA0RR6Bz9fAYJNg,6
Madrid,pilates,Dateunmasaje,15,5,https://www.dateunmasaje.net/,+34650862251,ChIJcXarkAUnQg0R8wVgy77VPrA,6
Móstoles,pilates,Pilates Yoga Flow,15,5,https://www.pilatesyogaflow.com/,+34634532996,ChIJ14DJWJiPQQ0RYXvjQDJQqb8,6
Madrid,pilates,Gimnasio Palomares,15,4.7,http://www.palomaresdojo.es/,+34622486439,ChIJEXtmaJYpQg0RLSZPGHdX7ug,6
Madrid,pilates,Centro Fisio Axis,15,4.7,http://www.centrofisioaxis.com/,+34915099840,ChIJEyQjiBeIQQ0Rhecyl6nLbPg,6
Madrid,pilates,Tu pilates,15,5,https://pilates-trainingcenter.com/,+34672666364,ChIJEawW6-MoQg0RaSBQbVPWJyg,6
Madrid,pilates,Pilates Rizzo,15,4.6,https://www.pilatesrizzo.com/,+34623255264,ChIJV5vAwPopQg0Rv6_jC2BoSjo,6
Madrid,pilates,EPAL,15,4.7,http://www.epal.es/,+34690860012,ChIJmwyfo50oQg0RgZqZ4vaWj2A,6
Madrid,pilates,Shape Pilates SL,15,4.7,http://www.formapilates.com/,+34913232578,ChIJS50LRxApQg0RrvgOPovClWQ,6
Madrid,pilates,Element,15,5,http://www.elementpilates.es/,+34919251901,ChIJAVJXD2IvQg0RDCx2HRTxyQo,6
Madrid,pilates,Mara Pilates Studio,15,5,https://marapilates.com/,+34640840849,ChIJLa4PgB0vQg0RTkcNTfwK9nQ,6
Madrid,fisioterapia,Centro Médico Jesús Aprendiz,15,5,https://www.centromedicojesusaprendiz.com/,+34914834663,ChIJb_zKrlUnQg0RqL_Eu4ved6E,6
Madrid,fisioterapia,Centro Atlas: tu centro de masajes,15,5,https://atlasorcasitas.com/,+34917463910,ChIJCVu6zwknQg0RyIt1d6Fj7Lc,6
Madrid,dental,Clínica Dental La Vaguada,15,4.7,https://www.clinicaestevez.org/,+34917390368,ChIJe9ddW2kpQg0RWEvxM2MN4Y8,6
Madrid,dental,Clínica Dental OdontoIbérica,15,4.7,http://www.clinicadentalodontoiberica.com/,+34913816075,ChIJL7YMe8guQg0RDVRPTrOXN5E,6
Móstoles,dental,Clínica Dental Prudent | Clínica dental en Móstoles,15,5,https://prudent.es/,+34916475694,ChIJ96-8eieMQQ0RNZ51pm3SBJY,6
Leganés,dental,Clínica Dental Egle,15,4.9,https://www.clinicaegle.com/,+34916857673,ChIJS5BwCNSJQQ0RviRNcNFucqQ,6
Madrid,estetica,LD Lashes & Destello Vinateros,15,5,http://www.ld.lashesdestello_vinateros.com/,+34627787977,ChIJp092PSclQg0RudBzKMRz0aY,6
Madrid,estetica,"Sauce Peluqueros, SL",15,4.9,http://www.saucepeluqueros.es/,+34913193759,ChIJEXqd8ZEoQg0RAf347MbIBrs,6
Rivas-Vaciamadrid,peluqueria,BARBERÍA PT,15,4.7,http://www.padeltraining.com/,+34606632992,ChIJq6qqqrY7Qg0RXzVP1NZSxo4,6
Madrid,peluqueria,Dynamic Look,15,4.7,https://www.dynamiclook.com/,+34913198212,ChIJlyOD3fIoQg0RUB2Ctp2AcxE,6
Barcelona,pilates,Pilates10 Gracia,15,5,https://www.pilates10.com/barcelona/gracia/,+34697376429,ChIJkVHPft2jpBIROI0irbqrNcE,6
Sant Just Desvern,pilates,BLISS Pilates Studio,15,4.9,https://www.blisspilatesstudio.es/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14813825148482618869,+34619755197,ChIJfYgcYE2bpBIR4qGAFbaKICM,6
Sant Cugat del Vallès,pilates,Pilam Pilates - pilampilates.com,15,4.7,http://www.pilampilates.com/,+34610485549,ChIJqVBdZ-qXpBIR6mU21bH9oWo,6
Barcelona,pilates,Moviment Pilates Studio,15,4.9,https://moviment.es/,+34648606683,ChIJcWD-6QyZpBIRCAq6DPb2coM,6
Barcelona,fisioterapia,Ossio Fisioteràpia i Osteopatia,15,5,http://www.ossio.es/,+34625111404,ChIJJ1oL1oWYpBIROM5UhMnI1rk,6
Barcelona,fisioterapia,Eme Fisioterapeuta - Alexis Barcelona,15,4.9,https://g.co/kgs/kpajnv,+34931744737,ChIJd7oIZj6jpBIREzL-nHabzdQ,6
Barcelona,fisioterapia,Àngels Monedero - Fisioterapeuta Integrativa | INDIBA & PNIE,15,5,http://www.angelsmonedero.com/,+34605221925,ChIJ17_z6O2ipBIRPVlGYAcO9tw,6
Barcelona,fisioterapia,Barcelona Physiotherapy,15,5,http://barcelonaphysio.com/,+34644291241,ChIJo8ETc-WipBIRXWklqgDX7fQ,6
Molins de Rei,fisioterapia,Sergi Homet (Osteòpata DO),15,5,https://sergihometosteopatia.com/sergi-homet,+34677546779,ChIJWxx-FpCbpBIRPtF0282XOvs,6
Barcelona,fisioterapia,Centro Fisioterapia Laura Franco,15,4.7,https://www.laurafrancofisioterapia.com/,+34606812327,ChIJuxlbxJ6ipBIRvplzVw5BETo,6
Barcelona,fisioterapia,Espacio Elan,15,4.9,http://espacioelan.com/,+34683176294,ChIJsYe00tCipBIRK9h_bWNkPD4,6
Mollet del Vallès,fisioterapia,GIR SALUT Centro Médico Integral,15,4.9,https://www.girsalut.com/,+34666014356,ChIJM-zre9u_pBIRn_m1MUMzf0I,6
Barcelona,fisioterapia,Clínica Axial. Area de Rehabilitación del Suelo Pélvico,15,5,https://clinicaaxial.com/suelo-pelvico-barcelona/,+34623972445,ChIJe5vWdBmjpBIRNYBr1XVAgkI,6
Sabadell,fisioterapia,Centre Sanitari Portí,15,5,http://www.csp.cat/,+34935221971,ChIJU_MtwKmVpBIRDltE-PBIVFY,6
El Prat de Llobregat,dental,Clínica Dental Abedent Prat (Dra. Mónica Gelada),15,4.7,http://www.abedentclinicadental.com/,+34933799839,ChIJkyWdYJOepBIRWolu_r9SKY0,6
Santa Coloma de Gramenet,dental,Clinica dental Dr.Tasso.,15,4.7,http://clinicadentaltasso.es/,+34934684428,ChIJc7u-H5u8pBIRw6PmKbDm66o,6
Barcelona,dental,Clínica Marcó,15,4.9,https://www.clinicamarco.com/,+34932006047,ChIJhRjrBnKYpBIRx2zsrS9yId0,6
Barcelona,estetica,La magrana studio,15,5,https://www.instagram.com/lauranailsbcn/,+34644301862,ChIJGT_XJSifpKAROTNnsgfyoo0,6
Cornellà de Llobregat,estetica,Kaunis,15,5,https://www.kaunisbcn.es/,+34931729497,ChIJ39sFEu6ZpBIR72hxtDPTKJ4,6
Rubí,estetica,El Rincón de Akisey,15,5,http://www.rinconakisey.com/,+34689009881,ChIJL8vrxFWRpBIRG5LmaTOVWqA,6
València,pilates,BLŌŌM Barre & Reformer Studio,15,4.7,https://bloombarreformer.odoo.com/,+34622304864,ChIJs109GOtPYA0RjkH8XQ-sVeI,6
València,pilates,Kalani pilates reformer,15,5,https://www.kalanipilates.es/,+34601522316,ChIJMVgFztRPYA0R8KvMk8iibWc,6
Torrent,fisioterapia,21 Dias Psicoeducación,15,4.7,https://21diaspsicoeducacion.es/,+34640205738,ChIJgceHYrpRYA0RTUykRYCyY6E,6
València,fisioterapia,Jorge Pérez Paniagua - Fisioterapia Deportiva y Dolor Musculoesquelético,15,5,https://fisiopaniagua.es/fisiopaniagua,+34601093761,ChIJq3B14R1DIUkRBv1gmJCmqwQ,6
Burjassot,fisioterapia,PMR Fisioterapia y Osteopatía,15,4.7,http://www.facebook.com/fisioterapiayosteopatiapmr,+34960061624,ChIJsU4Amp9FYA0RudQ4vpgNNTc,6
Tavernes Blanques,fisioterapia,ART & CLINIC Fisioterapia Podología,15,5,https://diegocapilla183.wixsite.com/vicente-capilla-podo,+34650167774,ChIJiWctJ-pHYA0Rb6goXYHtak4,6
