ciudad,vertical,negocio,reseñas,nota,web,telefono,place_id,lead
Barcelona,fisioterapia,Centro Fisioterapia Laura Franco,15,4.7,https://www.laurafrancofisioterapia.com/,+34606812327,ChIJuxlbxJ6ipBIRvplzVw5BETo,6
Barcelona,fisioterapia,Espacio Elan,15,4.9,http://espacioelan.com/,+34683176294,ChIJsYe00tCipBIRK9h_bWNkPD4,6
Mollet del Vallès,fisioterapia,GIR SALUT Centro Médico Integral,15,4.9,https://www.girsalut.com/,+34666014356,ChIJM-zre9u_pBIRn_m1MUMzf0I,6
Barcelona,fisioterapia,Clínica Axial. Area de Rehabilitación del Suelo Pélvico,15,5,https://clinicaaxial.com/suelo-pelvico-barcelona/,+34623972445,ChIJe5vWdBmjpBIRNYBr1XVAgkI,6
Sabadell,fisioterapia,Centre Sanitari Portí,15,5,http://www.csp.cat/,+34935221971,ChIJU_MtwKmVpBIRDltE-PBIVFY,6
El Prat de Llobregat,dental,Clínica Dental Abedent Prat (Dra. Mónica Gelada),15,4.7,http://www.abedentclinicadental.com/,+34933799839,ChIJkyWdYJOepBIRWolu_r9SKY0,6
Santa Coloma de Gramenet,dental,Clinica dental Dr.Tasso.,15,4.7,http://clinicadentaltasso.es/,+34934684428,ChIJc7u-H5u8pBIRw6PmKbDm66o,6
Barcelona,dental,Clínica Marcó,15,4.9,https://www.clinicamarco.com/,+34932006047,ChIJhRjrBnKYpBIRx2zsrS9yId0,6
Barcelona,estetica,La magrana studio,15,5,https://www.instagram.com/lauranailsbcn/,+34644301862,ChIJGT_XJSifpKAROTNnsgfyoo0,6
Cornellà de Llobregat,estetica,Kaunis,15,5,https://www.kaunisbcn.es/,+34931729497,ChIJ39sFEu6ZpBIR72hxtDPTKJ4,6
Rubí,estetica,El Rincón de Akisey,15,5,http://www.rinconakisey.com/,+34689009881,ChIJL8vrxFWRpBIRG5LmaTOVWqA,6
València,pilates,BLŌŌM Barre & Reformer Studio,15,4.7,https://bloombarreformer.odoo.com/,+34622304864,ChIJs109GOtPYA0RjkH8XQ-sVeI,6
València,pilates,Kalani pilates reformer,15,5,https://www.kalanipilates.es/,+34601522316,ChIJMVgFztRPYA0R8KvMk8iibWc,6
Torrent,fisioterapia,21 Dias Psicoeducación,15,4.7,https://21diaspsicoeducacion.es/,+34640205738,ChIJgceHYrpRYA0RTUykRYCyY6E,6
València,fisioterapia,Jorge Pérez Paniagua - Fisioterapia Deportiva y Dolor Musculoesquelético,15,5,https://fisiopaniagua.es/fisiopaniagua,+34601093761,ChIJq3B14R1DIUkRBv1gmJCmqwQ,6
Burjassot,fisioterapia,PMR Fisioterapia y Osteopatía,15,4.7,http://www.facebook.com/fisioterapiayosteopatiapmr,+34960061624,ChIJsU4Amp9FYA0RudQ4vpgNNTc,6
Tavernes Blanques,fisioterapia,ART & CLINIC Fisioterapia Podología,15,5,https://diegocapilla183.wixsite.com/vicente-capilla-podo,+34650167774,ChIJiWctJ-pHYA0Rb6goXYHtak4,6
València,dental,Clínica Dental Alboraya 10,15,4.7,http://www.clinicadentalalboraya.com/,+34963696036,ChIJw5WcCqxIYA0RpAx-m183yqQ,6
Manises,dental,Ortodens Policlínica Dental C.B.,15,4.7,https://ortodensdental.com/,+34961524222,ChIJtxZgMqlaYA0Rxo7AMXeVS88,6
València,dental,Clinica Dental Camino Moncada,15,4.7,http://clinicadentalcaminomoncada.com/,+34963627756,ChIJc8rB3_pFYA0RsVu-_0murS0,6
València,dental,Clinica Dental Ramón Gil,15,5,http://clinicaramongil.com/,+34963820938,ChIJlX62BUNPYA0Rk7Y1o73jKgU,6
València,dental,"MIHI DENTAL (antigua clínica dental Avenida, Dra. Victoria Martínez Mihi)",15,5,http://mihidental.com/,+34963311443,ChIJM67UQlJJYA0RppE47mAxpDw,6
València,estetica,Centro de Estética Paola Anfuso,15,4.7,http://paolaanfusoestetica.es/,+34636203822,ChIJZxfIoOFPYA0RWT3cuN_l1cM,6
,estetica,Adelle Kristine Microblading,15,4.9,http://www.adellekristine.com/,+34656456350,ChIJrXvWzLUdnhIRkZWyQoVt9vs,6
Catarroja,estetica,Estudio de Belleza y Estética Olga Iguacel,15,5,https://www.olgaiguacel.es/,+34620225674,ChIJEWjPZnZPYA0RqPqXJ39TNh4,6
València,peluqueria,Felicita Hair,15,5,https://www.instagram.com/extensiones_mirada/,+34664619835,ChIJjVHJK3NPYA0RMqzGri3BJLg,6
Seville,pilates,Health Pilates Sevilla,15,4.7,https://pilatessaludsevilla.com/,+34644601290,ChIJq8ysEwhsEg0ROmdZZeBeR5Q,6
Montequinto,pilates,Fisioterapia Santacruz,15,4.7,http://www.fisioterapiasantacruz.es/,+34658607883,ChIJE76I68dvEg0R9_AV-aILYAI,6
Seville,fisioterapia,María del Mar Cera López Fisioterapeuta y Osteópata (Bilingüe francés),15,5,http://www.osteoactiva.es/,+34727762292,ChIJjVdKaLxuEg0RJpXlLwPqVyg,6
,fisioterapia,Carmet Fisioterapia,15,5,http://www.carmetfisioterapia.com/,+34654703542,ChIJK0jmN3m6yU4Rw5nm5qy1jFo,6
Seville,fisioterapia,Macarena León Fisioterapia & Osteopatía,15,5,https://www.fisiomacarenaleon.es/,+34604945161,ChIJh_UERH1pEg0RwxQW69413H0,6
Dos Hermanas,dental,Clínica Dental San Hilario Dos Hermanas,15,4.7,http://www.caredentdoshermanas.es/,+34955194493,ChIJ6_9rjmhwEg0RmbCsjfLrkxA,6
Castilleja de la Cuesta,dental,Clínica Dental Real,15,5,http://clinicadentalrealcastilleja.es/,+34954328484,ChIJQemtEbtsEg0R1EQd4E1g4VQ,6
Seville,dental,Clinica dental Calesera,15,5,https://www.clinicadentalcalesera.com/,+34954651772,ChIJiZKwOeRuEg0RvRThk4SdH2c,6
Seville,estetica,Clínica Estética Nervión | GINESTEC,15,5,https://www.facebook.com/CentroGinecologicoNervion/,+34954582200,ChIJpc26erxuEg0RsCjmcb8ONHQ,6
Dos Hermanas,estetica,Centro de Belleza y Formaciones Rocio de Los Santos,15,5,https://www.instagram.com/makeupnailsbysantos/,+34659857732,ChIJvVQfuSlxEg0R19vGbm_1GYk,6
Seville,peluqueria,Ana Pelukeria Stilista,15,4.9,https://anapelukeriastilista.negocio.site/,+34633492398,ChIJRVgeXGpsEg0RNU_mtvzrs6k,6
Dos Hermanas,peluqueria,Adrián Peluquero,15,5,https://instagram.com/adrian_peluquero?igshid=YmMyMTA2M2Y=,+34616546642,ChIJKXuLRb9xEg0RQmygQmRxFho,6
Seville,peluqueria,La Barberia de Jose.s,15,5,https://instagram.com/labarberiadejose.s?utm_medium=copy_link,+34674837661,ChIJWeFun8huEg0Rk2nAOqTIXjo,6
Zaragoza,pilates,"El Arte de CuidArte.. Educación Postural, Ballet, Pilates y Yoga.",15,5,https://www.elartedecuidarte.org/,+34677059617,ChIJqVEHeEYVWQ0RQs4kfOO-xFI,6
Zaragoza,pilates,Taekwondo ITF Zen-Do,15,4.7,https://danielagoitre.es/,+34665170341,ChIJv9syOtsUWQ0RCU_1zMayAIY,6
Zaragoza,dental,"Dr Torralba Martín, Ramón",15,4.9,https://clinicadentalramontorralba.com/,+34976238934,ChIJe7LeLN0UWQ0RZH4rMTJV1Y4,6
Zaragoza,dental,Clínica Dental Dra. María Pilar Beamonte,15,5,https://doctorabeamonte.es/,+34976223255,ChIJCwIgTe4UWQ0RBkGH4K-aXi0,6
Zaragoza,estetica,Nā Kui,15,4.9,http://nakui.booksy.com/,+34722877071,ChIJ8VcUU3QVWQ0RObJ5Ln0cb9M,6
Zaragoza,estetica,Nina estética,15,4.7,https://instagram.com/ninaestetica_delicias?igshid=NGExMmI2YTkyZg==,+34876651584,ChIJB4feGw5rWQ0RR7jiM2jAtYc,6
Málaga,pilates,I Love Pilates,15,5,http://www.ilovepilates.es/,+34678627570,ChIJq66mBrn3cg0Rk5gxLPcZnak,6
Málaga,fisioterapia,Peroca Centro de Rehabilitación,15,4.7,http://www.peroca.es/,+34601733911,ChIJceSXi3r3cg0RjtSZr7kGpEc,6
Málaga,dental,"Dra. Paula Peña Salguero, Ortodoncista",15,5,https://drapaulapena.com/,+34644421696,ChIJz_Y7I-QpQg0RvZy_rL6wShA,6
Málaga,dental,Clínica Herrera Briones,15,4.7,http://www.clinicadentalherrerabriones.es/,+34952323559,ChIJb6v0L333cg0R2QalKEsDbdk,6
Benalmádena,estetica,SKY studio,15,5,http://wa.me/34642698720,+34642698720,ChIJmxvPSYT9cg0RQa31LLFxIrg,6
Arroyo de la Miel,estetica,Lina Eme Nails,15,5,https://instagram.com/linaemenails,+34675450036,ChIJ2cv3vvr9cg0RKLE8jYZeccY,6
Málaga,peluqueria,The Temple Fade,15,5,https://instagram.com/the_temple_fade,+34603898381,ChIJKeS_Dfb3cg0RLQTKx_P-Jjk,6
Murcia,pilates,Clínica Atlas Murcia,15,4.9,https://www.instagram.com/clinicaatlas_murcia/?hl=es,+34628044199,ChIJGSIye_mDYw0Rr-jO_0s_DBs,6
The Alberca,fisioterapia,CES Psicología y Bienestar,15,4.7,https://cespsicologiaybienestar.com/,+34614224342,ChIJw9UIawB_Yw0RAEAsKr2M2h8,6
Molina de Segura,fisioterapia,CLINICA FULGENCIO CASTELLON,15,5,http://www.fulgenciocastellon.com/,+34968386870,ChIJmY-Apq54ZA0RenlISjMtxGs,6
Murcia,fisioterapia,Fisio + Murcia,15,4.7,https://fisioplusmurcia.com/,+34607930876,ChIJ2wRLefWBYw0RlMawiF_dpQs,6
Murcia,dental,Ortuño y Ortega Dental,15,4.7,https://www.instagram.com/ortunoyortega_dental/,+34868974266,ChIJfY76msyDYw0R21u6NSmqA40,6
Molina de Segura,dental,CLINICA DENTAL FIDENTIA,15,5,http://www.clinicadentalfidentia.com/,+34968939040,ChIJ8WBlr6mAYw0RRhdgzzPCRbQ,6
Orihuela,estetica,Daria Stroyko Beauty Studio | Centro de Estética en Orihuela,15,5,http://www.dariastroyko.com/,+34663206428,ChIJf0gldk6ZYw0RIG-spneB3vw,6
Magaluf,pilates,Joy Pilates Studio,15,5,https://joypilates.es/,+34618283702,ChIJf0mcBqmJlxIRwd6JuV5Ka0Y,6
Marratxí,pilates,AR Pilates,15,4.9,https://www.aliciarodriguezpilates.es/,+34619232363,ChIJ5-IVrXqVlxIRbpiAgk9sWlc,6
Alaró,pilates,Alicia Pilates Alaró - Pilates Reformer y Nutrición,15,5,https://aliciapilates.com/,+34639909503,ChIJhwROfRzClxIRq88dSJEpZHw,6
Palma,pilates,Fisioholistik,15,5,http://www.fisioholistik.com/,+34670750200,ChIJp7zGl6iTlxIRL6g8ATeAAYk,6
Palma,estetica,Ametjs - Salute Estetica di Anna Mazzella,15,4.6,http://www.ametjs.com/,+34622806459,ChIJHTlglVqSlxIR6-OnKciYRSc,6
Alaró,estetica,Estètica Catalina Ferrer,15,4.7,https://www.instagram.com/esteticacatalinaferrer/?hl=es,+34678514504,ChIJJ98e8i7DlxIRU50EJOfzwF0,6
Telde,pilates,Pilates Telde Calero Carrizal,15,5,https://redfit.club/pilates-telde-calero-carrizal/,+34687933367,ChIJqxlk7E-9QAwRUGLGuXQ2904,6
Las Palmas de Gran Canaria,dental,Kids Dental Planet,15,4.9,http://www.kidsdentalplanet.es/,+34928671769,ChIJ_fMBjHKVQAwRTBPUtXBGnBI,6
Arucas,estetica,Iraya Santana Centro Estética Especializada Microblading,15,4.7,https://www.irayasantana.es/,+34665720379,ChIJt_q0TvaTQAwReV-Hq6rp7pU,6
Moya,peluqueria,Alicia Fdez salón de autor,15,4.7,https://www.instagram.com/aliciafdezsalondeautor?igsh=cmdyb3hoOGRzNWd4,+34652806462,ChIJy27uo4yTQAwRZ-f5Xe21Zv4,6
Bilbao,fisioterapia,Clínica Zankoeta,15,5,http://www.clinicazankoeta.com/,+34682030030,ChIJJa6DiWzxKEsRdyVFDQtlmIs,6
Erandio,fisioterapia,Unidad de Neurorrehabilitación Robótica GOGOA | Hospital Quirónsalud Bizkaia,15,4.6,https://www.gogoa.eu/clinicas-de-rehabilitacion-neurologica-y-traumatologica,+34613004436,ChIJQSlNuXdPTg0RAPjnqmip6HQ,6
Bilbao,dental,Clínica Dental Iturdent,15,5,http://www.iturdent.com/,+34643603434,ChIJmWibmbVPTg0RxDCdbryJ4pE,6
Sestao,dental,Kaident,15,4.8,http://www.kaident.com/,+34946026464,ChIJu_pvIEBaTg0RY7luyEgFgyM,6
Bilbao,dental,"Buba, clínicas dentales (Avenida Lehendakari Aguirre, 34)",15,4.7,https://clinicasbuba.com/,+34628535934,ChIJ73ZcoLtRTg0R5dX1tYHyakc,6
Bilbao,dental,Betaginn: Dentista,15,4.7,http://www.betaginn.com/,+34946008651,ChIJc7kawylQTg0R5KJ7LlNMWVs,6
Bilbao,dental,Clínica Dental Kirikiño. Odontólogos - Daniel Torre y Ricardo Gárate,15,4.6,http://www.danieltorre.com/,+34944216112,ChIJS0nDVtVRTg0RkMez7OpfCgo,6
Bilbao,estetica,María Silva Estética Avanzada,15,4.7,https://www.mariasilvaestetica.com/,+34673431480,ChIJfUydObdRTg0RrnMFLJlNzIs,6
Bilbao,estetica,La Perla by Andreas,15,5,https://laperlabyandreas.com/,+34688758998,ChIJe1FnBkNRTg0Rp_tPIh7M9rU,6
Bilbao,estetica,Micropigmentación Desireé Ceballos,15,5,https://desireeceballos.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+34946983591,ChIJmXLKURZPTg0Ru1h9RxRPuDw,6
Bilbao,estetica,el secreto de Hebe,15,4.9,http://elsecretodehebe.com/,+34688850716,ChIJsaZU_0lRTg0RPdO5z4KIbFc,6
Portugalete,peluqueria,Peluqueria ''Gentleman'',15,4.9,https://m.facebook.com/peluqueriagntleman/?ref=py_c,+34698461886,ChIJb8hqWINZTg0RZ83hZqFG77E,6
Astrabudua,peluqueria,Peluqueria Artazi,15,4.9,https://peluqueriaartazi.com/,+34944672223,ChIJU18rlFtaTg0RAQVVnQOBRkU,6
Alicante,pilates,FISIOMOVEMENT - PAU5 - Clases dirigidas y Talleres,15,5,https://fisiomovement.es/,+34687942852,ChIJW_GB4qI5Yg0RlaFozGawxrU,6
Alicante,dental,Clínica Odontológica Soler,15,4.7,http://www.clinicasoler.es/,+34965245660,ChIJH5DGNwc3Yg0Rwes6HqYRpSE,6
Alicante,estetica,Centro de Estética Carpe Diem,15,4.9,https://www.facebook.com/pages/Carpe-diem/924579004236904?sk=info,+34965251481,ChIJ_berhbI3Yg0RC9qLqv4AsQE,6
Alicante,estetica,Cristina Guill Beauty SALON - SHOP,15,5,https://widget.treatwell.es/establecimiento/501000/servicios/,+34611551306,ChIJp4jmyEQ5Yg0RPIXDF8cWXOY,6
Alicante,estetica,Аликанте | Косметолог | Эндосфера Терапия,15,5,https://alicantecosmetolog.com/,+34694605354,ChIJPdwkmRg3Yg0RSIJaBmT5n0U,6
Alicante,estetica,Driza - Cosmética profesional para estilistas y salones de belleza,15,4.6,http://www.driza.es/,+34667685661,ChIJwaQXMe82Yg0RblAU-XaxblQ,6
Córdoba,dental,Clínica Dental Dr. Javier Esparza (Odontólogo Ortodoncista) . Córdoba,15,4.9,https://www.mixo.io/site/dental-dr-esparza-lktpa,+34957478416,ChIJwZMCamPfbA0R_qE8BhhvHEU,6
Córdoba,peluqueria,RGR BARBERÍA,15,4.9,https://instagram.com/rgr_barberia?igshid=YmMyMTA2M2Y=,+34630780073,ChIJbWfxNzzfbA0RxAn568Fe2w4,6
San Sebastián de los Reyes,pilates,NÜ STUDIO BARRE & PILATES,16,5,https://backoffice.bsport.io/m/N%C3%BC%20Studio/5561/calendar/?tabSelected=0&fbclid=PAVERFWARB6XxleHRuA2FlbQIxMABzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafxf18IPa7Rn8UcNhq3-D6cyAphhtEdF_zqj03DYtRAGvCwYisidhl7eW4SBA_aem_YaikIAT8io9xYzooD8LK6w,+34695433346,ChIJGYoW2t8tQg0RqNYa5sca5aU,6
Getafe,pilates,Floor Studio | Pilates Refomer en máquina | Barre,16,5,https://www.floorstudioreformer.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4031352181209306305,+34614816048,ChIJS6kfv9shQg0RE_EghS8Nuak,6
Madrid,pilates,SANO Sanchinarro - Entrenamiento Personal y Grupos Reducidos,16,5,https://sanocenter.es/madrid/sano-sanchinarro/,+34611038689,ChIJ96V68ZEpQg0RTcnxboQnYqw,6
Madrid,pilates,Remake,16,4.8,http://remakepilates.com/,+34917426371,ChIJeVAokxAvQg0Rir9wu_WTQq0,6
Madrid,pilates,Estudio Pilates Ana Gonzaga,16,5,https://anagonzagaestudiopilates.com/,+34657736383,ChIJg7OEpzcvQg0RQfFiAm-YnK0,6
Madrid,pilates,Clinical Velázquez 59,16,4.7,http://www.clinicavelazquez59.com/,+34914355891,ChIJH2it4JUoQg0R2gkwAwp-MMQ,6
Madrid,pilates,IBarre,16,4.9,https://www.ibarremadrid.com/,+34660952715,ChIJbwmulL8lQg0RijRFbPwPhOA,6
Alcobendas,pilates,Power Pilates Alcobendas - La Chopera,16,5,https://pilatesalcobendas.com/,+34682157979,ChIJeyPbWS0tQg0RC-Aq0GiBYvU,6
Madrid,pilates,Atlántica Salud Pilates&Fisioterapia,16,5,http://www.atlanticasalud.com/,+34912308333,ChIJlZrsKagoQg0R_fCfi6K7kf0,6
Madrid,pilates,FisioGon. Fisioterapia y Osteopatía,16,5,https://www.fisiogon.es/,+34604823917,ChIJr3LgjzcvQg0Rd-zM4NHTizE,6
Alcorcón,pilates,PILATES REINA-CENTRO FEMENINO,16,5,http://www.pilatesreina.com/,+34630737050,ChIJh989UVCJQQ0RlLTASo_1qEc,6
Madrid,fisioterapia,Salus Mayores: centro de día para mayores,16,4.8,https://salusmayores.es/centros-de-dia/chamartin/?utm_source=GMB&utm_medium=organic&utm_campaign=MyBussiness,+34911254179,ChIJVTiAGR8pQg0R2HDvSQw5ubc,6
Las Rozas de Madrid,fisioterapia,Hatari Terapias Infantiles,16,5,http://hatariterapias.com/,+34623383161,ChIJkdMNzRKDQQ0RDVrm1cA8fNg,6
Madrid,fisioterapia,numaFisio Fisioterapia a domicilio,16,5,https://numafisio.es/,+34644340725,ChIJa-M715LDxwcRBh2OUr-Z8vI,6
Madrid,fisioterapia,ActualFisio,16,4.8,https://tuclinicafisioterapia.com/,+34913839876,ChIJg8rIUUwpQg0R3pbLHEE49_Q,6
Madrid,fisioterapia,Fisioterapia - Esther García,16,5,https://egfisioterapia.es/,+34651725788,ChIJdWXNvRslQg0RiVd1BIoGdxk,6
Madrid,dental,Clínica Zubillaga,16,5,http://www.clinicazubillaga.com/,+34910568018,ChIJp9N7Rx8pQg0R9KTu-k4w7JM,6
Madrid,dental,Clínica dental María Eugenia Garzón,16,4.7,http://garzondentistas.com/,+34914779007,ChIJA4XopQomQg0R4AGw6BsNUZQ,6
Madrid,dental,Centro de Odontologia Neurofocal Dra. Nancy Arango,16,5,http://www.nancyarango.com/,+34680483515,ChIJQ53LreQpQg0R_G6Gnt-KdpQ,6
Madrid,dental,Carillas Dentales Aravaca,16,5,https://carillasdentalesaravaca.es/,+34919931052,ChIJCQWuRz-HQQ0RKJwY4UC_wBA,6
Madrid,dental,Clinica Dental CASILDA DELGADO,16,4.9,http://www.clinicacasildadelgado.es/,+34914260260,ChIJLQG0FKUoQg0Ro4Yo_7JoS6k,6
Madrid,dental,Endodoncia Madrid,16,5,https://endodonciamadrid.net/,+34915634748,ChIJ4SpPP0B3vIkREQ-whQm2jK0,6
Velilla de San Antonio,dental,Clínica Dental Plaza,16,4.9,http://www.plazaclinicadental.com/,+34910814004,ChIJbYGjUm45Qg0RBhOKWiFxchE,6
Madrid,dental,Clinica dental Esther barroso,16,5,http://clinicaestherbarroso.es/,+34917394850,ChIJY0vRtLopQg0RWASYj7HwDro,6
Madrid,estetica,Peluquería Xana,16,4.9,http://www.facebook.com/peluqueriaxana.es,+34914570795,ChIJwUPGYh4pQg0Rqlc5emTBvZo,6
Madrid,peluqueria,Imán Peluquería Móstoles,16,4.6,https://imanpeluqueria.es/,+34916134595,ChIJg9tjJV6PQQ0RqJ1cy_wuQ7E,6
Madrid,peluqueria,M.J Peluqueros,16,4.9,https://www.facebook.com/m.j.peluqueros21/,+34910299515,ChIJr48ejyOJQQ0R91QOIcoRNcI,6
Barcelona,pilates,Original Pilates Barcelona,16,4.8,https://www.originalpilatesbcn.com/,+34645676759,ChIJxyDFDpGipBIRQygq2S3i_Zo,6
Santa Coloma de Gramenet,pilates,ESPAI SANT CARLES,16,4.6,http://www.espaisantcarles.com/,+34680651928,ChIJz2Qu0W-9pBIRpxfKu5HTbKE,6
Santa Perpètua de Mogoda,pilates,Pilates Aire Creació,16,4.9,https://aireespaipilates.com/,+34606096261,ChIJx7jBiVa-pBIRr6GfzR6AlLc,6
Barcelona,pilates,"Pilatestudi Sant Cugat, Valldoreix",16,5,http://www.pilatestudi.com/,+34610307650,ChIJjQrmG-WQpBIRjtdp7O7tPdw,6
Barcelona,pilates,ESPAI FISIOTERAPIA MOU,16,5,https://espaiterapiesmou.com/,+34932210175,ChIJ8RIyRtGjpBIRTzUcy7sUgh8,6
Viladecans,pilates,Natura Vida Pilates - Pilates,16,4.8,https://naturavidapilates.com/,+34657287612,ChIJ5aHJabSdpBIRfNSKYagugSA,6
Montcada i Reixac,pilates,MC Pilates,16,5,https://www.mcpilatesstudio.com/,+34670496717,ChIJVVWpfMu9pBIRBbBYo-deAE4,6
Barcelona,pilates,Inhala Exhala Pilates Studio,16,4.8,http://www.inhalaexhala.studio/,+34680743379,ChIJoYcfvEyjpBIRH8qX0cemeAg,6
El Masnou,pilates,React Fitness Studio,16,4.9,https://www.reactfitnessstudio.es/,+34677011479,ChIJD8BKb4CxpBIR1or4m5m3x2o,6
Badalona,pilates,Pilates Badalona | QPilates Torreón,16,5,https://www.q-pilates.com/estudi-pilates-badalona/,+34675599782,ChIJc-73TMO7pBIRlo2QDTZHDG0,6
Barcelona,fisioterapia,"Stéphane Glénard, Kinésithérapeute et Ostéopathe à Barcelone – Consultation en français",16,4.8,http://www.clinicasarria.com/,+34679748744,ChIJ3XQ1ZV2YpBIR3KnCDGhvH5Y,6
Barcelona,fisioterapia,Guillermo Camps Tiffon,16,5,https://www.topdoctors.es/doctor/guillermo-camps-tiffon,+34640217005,ChIJ1-OuWtGZpBIRsEske_dqGQ8,6
Barcelona,fisioterapia,Siena Terapias,16,4.6,http://tratamientoslinfedema.es/,+34932107657,ChIJNdW58LiipBIRDIyz1BUpOZc,6
Barcelona,fisioterapia,Salut Activa,16,4.6,http://www.salutactiva.com/,+34933487271,ChIJmyw_Lt6ipBIRBZYrKEIlvw8,6
Barcelona,fisioterapia,"Júlia Coderch San José - Fisioterapia, Dietética y PNIE en Sant Andreu",16,5,https://www.juliacoderch.com/,+34933115153,ChIJrcpe9b29pBIRhRiR9CLWcag,6
Barcelona,fisioterapia,ManuTeràpia,16,5,http://manuterapia.com/,+34605114051,ChIJi4UEUryipBIRZeDVMtnVn6g,6
,fisioterapia,Global Health - Entrenador personal i salut física a domicili,16,5,https://globalhealth.cat/,+34697400958,ChIJdUSH8jtRaKQRlA7iFMVektc,6
Sabadell,fisioterapia,FIB,16,5,https://www.fibfisio.com/,+34936887404,ChIJu_b8UFSUpBIRJanOmMlGzuM,6
Barcelona,fisioterapia,sncfisio,16,5,https://sncfisio.com/,+34677311083,ChIJVSLYzZmjpBIREyY7y-vvdzo,6
Barcelona,fisioterapia,Fisioteràpia Barcelona Le Kiné,16,4.8,http://lekinebarcelona.com/,+34647689525,ChIJXzPQckOjpBIR1FnZvdjSwWc,6
Barcelona,dental,Clínica Dental Susana Campí ( CENTRO ISMAR DENTAL ),16,4.8,http://www.clinicadentalcampi.com/,+34933214005,ChIJxYGHJ3mYpBIRroG4YHSS35s,6
Barcelona,dental,Clínica Dental Dr. Rafael Arenas,16,5,https://clinicadentalrafaelarenas.com////,+34616081858,ChIJUWGD_YmipBIRz1NGpqOJx74,6
Barcelona,dental,Clínica Dental Integral Aisa,16,4.7,http://www.dentalintegral.es/,+34934909441,ChIJiz7BQ32YpBIRUHXDSSCZJNQ,6
L'Hospitalet de Llobregat,estetica,"Centro De Belleza y Estética ""A Todo Estilo""",16,4.8,https://www.instagram.com/a.todo_estilo?igsh=MW82YmV1NWUza2c4MQ==,+34633098678,ChIJYUcSkuSYpBIRV_yRR6i9fA4,6
Barcelona,estetica,CCCI – Centro de Cirugía Capilar Internacional Barcelona. Grupo Tufet,16,4.8,http://cccibarcelona.com/,+34934196727,ChIJS0C1EYmZpBIR6xCwGAgw_Jk,6
Santa Perpètua de Mogoda,peluqueria,Ruth Vásquez,16,4.9,http://www.peluqueriaruthvasquez.com/,+34676783768,ChIJw4s8BDS_pBIR_4qpDouDG7c,6
Barcelona,peluqueria,Perruquería Andrew,16,4.8,https://instagram.com/perruqueriandrew?igshid=1o0agzcxsef00,+34933087627,ChIJkUAPhDGjpBIRivt55sEAacU,6
València,pilates,Studio 130,16,5,https://www.studio130.es/,+34623178093,ChIJ4SI6861PYA0R_0BcEBClh_c,6
València,fisioterapia,Activa Salut Fisioterapia,16,5,http://www.activasalutfisioterapia.com/,+34960640953,ChIJzUQRTfdFYA0RwoRqegQ1uJQ,6
Paterna,fisioterapia,Lebén nutrición deportiva,16,5,http://www.clinicaleben.es/,+34676099845,ChIJBQmw4gJFYA0R0a10JvWQmsI,6
València,dental,Clínica Dental Dra Salvador,16,4.6,https://clinicadentaldoctorasalvador.es/,+34963703349,ChIJb_O-rm9PYA0RBi9SsOVgCck,6
Manises,dental,Clinica Dental Armelles - Odontología Integral,16,5,https://clinicadentalarnelles.com/,+34961545378,ChIJwXBBkaRaYA0R1KmraRpcvMs,6
València,dental,CABO MUÑOZ ODONTÓLOGOS CÍSCAR,16,4.9,https://www.xn--cabomuozodontologos-03b.com/,+34963139668,ChIJy1iqwkXgpUUROkDIyVT1YxQ,6
València,dental,Clínica Dental GARCIA SELVA,16,5,http://www.clinicadentalgarciaselva.com/,+34637684308,ChIJ8YNIt5VIYA0RBsecKPfoIc0,6
València,dental,Clínica Dental Murta,16,5,http://clinicadentalmurta.com/,+34963692535,ChIJFwz7CSBGYA0RdXXAxNT0tT4,6
El Perellonet,estetica,El Tocador de Lucia,16,5,https://www.instagram.com/eltocadordelucia18/,+34622364114,ChIJVT2WrajLYQ0Rl__E_NWV8ag,6
València,estetica,Avenue Nail Bar,16,5,http://taplink.cc/avenuenailbar,+34658724927,ChIJdaCB_ytJYA0RIcCD_MQHIOg,6
Burjassot,estetica,Marta Gisbert,16,5,https://marta-gisbert.negocio.site/?m=true#details,+34645633916,ChIJ3bJk28NFYA0RBge0ore4DPM,6
Torrent,estetica,Tuyo Beauty Studio centro de estética torrente,16,4.9,https://www.instagram.com/tuyo_beauty_studio/,+34622475601,ChIJeR4LA0hRYA0Ro61PGHLPDyE,6
València,peluqueria,Melan Peluqueros,16,4.7,https://www.instagram.com/peluqueria_melan/,+34963823992,ChIJtVfjrh1PYA0ROEVcT_qDruk,6
Bollullos de la Mitación,pilates,Siete mares,16,5,https://www.instagram.com/espacio7mares/,+34634473938,ChIJk3c48mUTEg0RrB3ekMRRXI0,6
Seville,pilates,Pilates Proyecta Studio,16,5,https://www.pilatesproyectastudio.com/,+34611820040,ChIJFyVDWpRvEg0RovWOaZHDc_s,6
Bormujos,pilates,Club Deportivo El Gato - Escuela de Artes Marciales y Centro de Pilates y Yoga,16,4.9,https://clubdeportivoelgato.es/,+34647522562,ChIJbVerucETEg0RNYPYmtfTMm0,6
La Algaba,dental,COHEN&OVELAR CLINICA DENTAL,16,4.8,http://www.cohenovelardental.es/,+34955787617,ChIJba_HlnlrEg0REMDEnAsL_bw,6
